Order_ID,Order_Time,Delivered_Time,Delay_Minutes,City,Category,Rider_ID,Customer_ID,Delivery_Slot,Order_Status,Customer_Rating,Year
ORD01616,2024-06-07 03:28:00,2024-06-07 03:38:00,0.0,Mumbai,Dairy,RID344,CUST3765,Afternoon,Delivered,5.0,2024
ORD01617,2023-03-31 18:33:00,,,Bangalore,Personal Care,RID217,CUST1008,Afternoon,Cancelled,,2023
ORD01618,2022-02-23 05:00:00,2022-02-23 05:10:00,0.0,Delhi,Fruits,RID298,CUST4626,Night,Delivered,3.0,2022
ORD01619,2022-11-29 16:43:00,2022-11-29 17:03:00,10.0,Bangalore,Personal Care,RID234,CUST6400,Morning,Delivered,5.0,2022
ORD01620,2022-10-26 02:37:00,2022-10-26 03:32:00,45.0,Chennai,Snacks,RID161,CUST9967,Morning,Late,5.0,2022
ORD01621,2022-03-21 23:21:00,2022-03-21 23:46:00,15.0,Hyderabad,Snacks,RID446,CUST9806,Morning,Delivered,5.0,2022
ORD01622,2022-10-22 17:47:00,2022-10-22 18:12:00,15.0,Hyderabad,Household,RID103,CUST1473,Night,Delivered,1.0,2022
ORD01623,2024-02-29 23:11:00,2024-02-29 23:21:00,0.0,Delhi,Vegetables,RID246,CUST6281,Evening,Delivered,3.0,2024
ORD01624,2024-01-20 19:29:00,2024-01-20 19:44:00,5.0,Mumbai,Frozen,RID469,CUST9369,Morning,Delivered,4.0,2024
ORD01625,2023-02-06 13:50:00,2023-02-06 14:45:00,45.0,Chennai,Fruits,RID338,CUST4871,Afternoon,Late,4.0,2023
ORD01626,2022-05-18 06:35:00,2022-05-18 06:50:00,5.0,Delhi,Personal Care,RID389,CUST9636,Night,Delivered,2.0,2022
ORD01627,2023-09-13 11:02:00,2023-09-13 11:22:00,10.0,Delhi,Household,RID243,CUST8556,Afternoon,Delivered,3.0,2023
ORD01628,2024-10-19 11:32:00,2024-10-19 11:52:00,10.0,Bangalore,Personal Care,RID238,CUST6648,Morning,Delivered,5.0,2024
ORD01629,2024-08-05 20:36:00,2024-08-05 20:46:00,0.0,Bangalore,Personal Care,RID411,CUST3780,Night,Delivered,5.0,2024
ORD01630,2023-03-09 20:44:00,2023-03-09 20:59:00,5.0,Hyderabad,Vegetables,RID348,CUST5297,Afternoon,Delivered,5.0,2023
ORD01631,2023-05-24 02:34:00,,,Delhi,Beverages,RID152,CUST2620,Morning,Cancelled,,2023
ORD01632,2022-11-29 15:57:00,2022-11-29 16:07:00,0.0,Pune,Dairy,RID246,CUST2403,Evening,Delivered,4.0,2022
ORD01633,2022-05-15 23:32:00,2022-05-15 23:47:00,5.0,Pune,Household,RID339,CUST1804,Evening,Delivered,4.0,2022
ORD01634,2023-07-14 19:07:00,2023-07-14 19:17:00,0.0,Chennai,Fruits,RID432,CUST4371,Afternoon,Delivered,3.0,2023
ORD01635,2023-01-22 17:03:00,2023-01-22 17:13:00,0.0,Mumbai,Household,RID397,CUST9697,Afternoon,Delivered,4.0,2023
ORD01636,2022-06-06 23:54:00,2022-06-07 00:04:00,0.0,Bangalore,Household,RID160,CUST9767,Morning,Delivered,5.0,2022
ORD01637,2023-04-15 13:57:00,2023-04-15 14:17:00,10.0,Delhi,Frozen,RID202,CUST8981,Morning,Delivered,3.0,2023
ORD01638,2022-03-20 09:43:00,2022-03-20 09:53:00,0.0,Mumbai,Bakery,RID346,CUST6643,Evening,Delivered,4.0,2022
ORD01639,2022-07-12 16:26:00,2022-07-12 16:36:00,0.0,Chennai,Household,RID390,CUST7818,Afternoon,Delivered,4.0,2022
ORD01640,2023-11-28 19:49:00,2023-11-28 19:59:00,0.0,Bangalore,Vegetables,RID291,CUST3835,Afternoon,Delivered,4.0,2023
ORD01641,2022-11-29 10:46:00,2022-11-29 10:56:00,0.0,Mumbai,Household,RID179,CUST8321,Afternoon,Delivered,4.0,2022
ORD01642,2022-04-24 11:33:00,2022-04-24 11:48:00,5.0,Delhi,Vegetables,RID374,CUST3562,Morning,Delivered,5.0,2022
ORD01643,2023-03-09 02:16:00,,,Chennai,Bakery,RID497,CUST6765,Morning,Cancelled,,2023
ORD01644,2022-08-08 11:48:00,2022-08-08 12:08:00,10.0,Mumbai,Dairy,RID214,CUST6828,Afternoon,Delivered,4.0,2022
ORD01645,2023-07-02 01:19:00,2023-07-02 01:29:00,0.0,Mumbai,Snacks,RID288,CUST6645,Morning,Delivered,4.0,2023
ORD01646,2022-02-04 19:34:00,2022-02-04 19:44:00,0.0,Pune,Dairy,RID473,CUST5959,Night,Delivered,3.0,2022
ORD01647,2023-04-25 13:45:00,2023-04-25 14:10:00,15.0,Chennai,Household,RID116,CUST8881,Night,Delivered,5.0,2023
ORD01648,2024-03-14 11:31:00,2024-03-14 11:56:00,15.0,Mumbai,Personal Care,RID179,CUST3105,Afternoon,Delivered,1.0,2024
ORD01649,2023-06-17 00:01:00,2023-06-17 00:16:00,5.0,Delhi,Vegetables,RID440,CUST7764,Night,Delivered,5.0,2023
ORD01650,2023-10-10 14:47:00,2023-10-10 14:57:00,0.0,Chennai,Beverages,RID393,CUST9143,Night,Delivered,5.0,2023
ORD01651,2023-01-23 18:58:00,2023-01-23 19:13:00,5.0,Hyderabad,Dairy,RID165,CUST4577,Morning,Delivered,5.0,2023
ORD01652,2023-08-02 22:24:00,2023-08-02 22:34:00,0.0,Mumbai,Dairy,RID460,CUST3377,Night,Delivered,5.0,2023
ORD01653,2023-02-28 00:51:00,2023-02-28 01:01:00,0.0,Delhi,Bakery,RID279,CUST6747,Night,Delivered,5.0,2023
ORD01654,2023-01-28 05:51:00,2023-01-28 06:06:00,5.0,Pune,Vegetables,RID456,CUST4004,Evening,Delivered,3.0,2023
ORD01655,2024-02-15 16:00:00,2024-02-15 16:10:00,0.0,Pune,Snacks,RID214,CUST4307,Afternoon,Delivered,4.0,2024
ORD01656,2024-04-15 03:36:00,2024-04-15 03:46:00,0.0,Hyderabad,Snacks,RID257,CUST4055,Morning,Delivered,4.0,2024
ORD01657,2022-06-20 14:59:00,2022-06-20 15:09:00,0.0,Mumbai,Frozen,RID326,CUST5466,Night,Delivered,5.0,2022
ORD01658,2022-06-12 08:32:00,2022-06-12 09:02:00,20.0,Bangalore,Bakery,RID357,CUST4177,Night,Late,3.0,2022
ORD01659,2023-03-18 18:33:00,2023-03-18 18:43:00,0.0,Mumbai,Bakery,RID469,CUST5784,Afternoon,Delivered,3.0,2023
ORD01660,2022-07-15 02:22:00,2022-07-15 02:37:00,5.0,Mumbai,Household,RID311,CUST9283,Morning,Delivered,4.0,2022
ORD01661,2023-11-12 05:55:00,2023-11-12 06:25:00,20.0,Hyderabad,Snacks,RID327,CUST5289,Afternoon,Late,5.0,2023
ORD01662,2022-10-23 03:38:00,2022-10-23 03:48:00,0.0,Pune,Snacks,RID265,CUST3742,Night,Delivered,4.0,2022
ORD01663,2023-08-16 23:59:00,2023-08-17 00:09:00,0.0,Delhi,Personal Care,RID195,CUST8289,Night,Delivered,5.0,2023
ORD01664,2023-06-03 22:14:00,2023-06-03 22:44:00,20.0,Bangalore,Fruits,RID425,CUST2672,Morning,Late,5.0,2023
ORD01665,2022-11-03 02:50:00,2022-11-03 03:20:00,20.0,Pune,Personal Care,RID359,CUST3846,Evening,Late,4.0,2022
ORD01666,2022-08-26 17:11:00,2022-08-26 17:26:00,5.0,Delhi,Personal Care,RID364,CUST1782,Night,Delivered,4.0,2022
ORD01667,2024-05-20 06:44:00,2024-05-20 06:59:00,5.0,Bangalore,Frozen,RID310,CUST6723,Morning,Delivered,4.0,2024
ORD01668,2024-02-20 19:03:00,2024-02-20 19:18:00,5.0,Bangalore,Beverages,RID161,CUST1386,Afternoon,Delivered,5.0,2024
ORD01669,2022-07-11 04:08:00,2022-07-11 04:18:00,0.0,Hyderabad,Household,RID434,CUST9678,Afternoon,Delivered,3.0,2022
ORD01670,2023-03-05 21:09:00,2023-03-05 21:39:00,20.0,Chennai,Bakery,RID149,CUST7787,Night,Late,4.0,2023
ORD01671,2024-08-08 01:52:00,2024-08-08 02:02:00,0.0,Bangalore,Dairy,RID178,CUST2080,Morning,Delivered,4.0,2024
ORD01672,2022-01-14 17:19:00,2022-01-14 17:44:00,15.0,Bangalore,Beverages,RID208,CUST9875,Night,Delivered,4.0,2022
ORD01673,2023-02-08 11:54:00,2023-02-08 12:14:00,10.0,Hyderabad,Fruits,RID335,CUST7106,Afternoon,Delivered,3.0,2023
ORD01674,2024-01-10 09:34:00,2024-01-10 09:49:00,5.0,Hyderabad,Household,RID261,CUST9998,Morning,Delivered,3.0,2024
ORD01675,2023-01-21 01:31:00,2023-01-21 01:41:00,0.0,Pune,Personal Care,RID452,CUST2500,Night,Delivered,4.0,2023
ORD01676,2024-06-01 10:42:00,2024-06-01 10:57:00,5.0,Mumbai,Fruits,RID104,CUST8959,Morning,Delivered,2.0,2024
ORD01677,2024-09-24 19:43:00,2024-09-24 20:03:00,10.0,Delhi,Vegetables,RID114,CUST4825,Afternoon,Delivered,3.0,2024
ORD01678,2022-02-18 12:27:00,2022-02-18 12:37:00,0.0,Pune,Dairy,RID387,CUST2300,Night,Delivered,3.0,2022
ORD01679,2022-02-07 01:50:00,2022-02-07 02:45:00,45.0,Mumbai,Fruits,RID389,CUST9530,Morning,Late,1.0,2022
ORD01680,2024-09-30 02:28:00,2024-09-30 02:48:00,10.0,Pune,Personal Care,RID364,CUST3006,Afternoon,Delivered,5.0,2024
ORD01681,2024-01-30 05:45:00,2024-01-30 05:55:00,0.0,Bangalore,Personal Care,RID340,CUST2896,Night,Delivered,4.0,2024
ORD01682,2024-09-02 02:42:00,2024-09-02 02:52:00,0.0,Chennai,Personal Care,RID209,CUST9199,Morning,Delivered,3.0,2024
ORD01683,2022-06-29 20:56:00,2022-06-29 21:16:00,10.0,Hyderabad,Frozen,RID218,CUST6637,Evening,Delivered,3.0,2022
ORD01684,2024-07-05 22:59:00,,,Bangalore,Snacks,RID452,CUST6408,Night,Cancelled,,2024
ORD01685,2023-09-28 16:01:00,2023-09-28 16:56:00,45.0,Hyderabad,Household,RID451,CUST1991,Morning,Late,4.0,2023
ORD01686,2023-07-20 18:28:00,2023-07-20 18:38:00,0.0,Hyderabad,Vegetables,RID159,CUST9626,Morning,Delivered,5.0,2023
ORD01687,2022-12-15 02:19:00,2022-12-15 02:49:00,20.0,Pune,Frozen,RID164,CUST4413,Afternoon,Late,5.0,2022
ORD01688,2022-11-01 02:14:00,2022-11-01 02:24:00,0.0,Bangalore,Fruits,RID357,CUST4550,Afternoon,Delivered,5.0,2022
ORD01689,2024-04-10 15:30:00,2024-04-10 15:45:00,5.0,Mumbai,Dairy,RID129,CUST3175,Afternoon,Delivered,5.0,2024
ORD01690,2024-11-01 21:38:00,2024-11-01 21:48:00,0.0,Delhi,Frozen,RID386,CUST3438,Morning,Delivered,4.0,2024
ORD01691,2022-04-22 00:54:00,2022-04-22 01:04:00,0.0,Hyderabad,Beverages,RID403,CUST5063,Evening,Delivered,5.0,2022
ORD01692,2022-12-14 03:10:00,2022-12-14 03:20:00,0.0,Pune,Fruits,RID275,CUST7926,Afternoon,Delivered,1.0,2022
ORD01693,2022-11-11 21:01:00,2022-11-11 21:26:00,15.0,Mumbai,Dairy,RID312,CUST9191,Afternoon,Delivered,3.0,2022
ORD01694,2022-02-19 01:08:00,2022-02-19 01:33:00,15.0,Hyderabad,Fruits,RID450,CUST5362,Afternoon,Delivered,4.0,2022
ORD01695,2022-09-14 00:45:00,2022-09-14 00:55:00,0.0,Delhi,Household,RID345,CUST6977,Night,Delivered,1.0,2022
ORD01696,2023-10-28 17:35:00,2023-10-28 17:45:00,0.0,Bangalore,Frozen,RID154,CUST3493,Night,Delivered,2.0,2023
ORD01697,2022-01-11 13:37:00,2022-01-11 13:47:00,0.0,Hyderabad,Frozen,RID146,CUST3804,Evening,Delivered,4.0,2022
ORD01698,2024-12-10 15:12:00,2024-12-10 15:32:00,10.0,Mumbai,Dairy,RID185,CUST1429,Morning,Delivered,3.0,2024
ORD01699,2024-10-07 16:01:00,2024-10-07 16:41:00,30.0,Bangalore,Frozen,RID495,CUST2361,Afternoon,Late,3.0,2024
ORD01700,2024-02-17 00:29:00,2024-02-17 00:39:00,0.0,Pune,Vegetables,RID277,CUST9573,Evening,Delivered,3.0,2024
ORD01701,2023-01-12 06:37:00,2023-01-12 06:47:00,0.0,Pune,Frozen,RID255,CUST8222,Afternoon,Delivered,4.0,2023
ORD01702,2023-07-10 04:02:00,2023-07-10 04:12:00,0.0,Bangalore,Dairy,RID330,CUST6660,Evening,Delivered,1.0,2023
ORD01703,2023-10-10 01:22:00,2023-10-10 01:37:00,5.0,Bangalore,Frozen,RID181,CUST3530,Afternoon,Delivered,4.0,2023
ORD01704,2022-10-03 18:26:00,2022-10-03 18:36:00,0.0,Pune,Frozen,RID142,CUST9820,Morning,Delivered,4.0,2022
ORD01705,2022-08-08 04:32:00,2022-08-08 04:42:00,0.0,Chennai,Household,RID344,CUST3807,Evening,Delivered,5.0,2022
ORD01706,2024-11-05 04:56:00,2024-11-05 05:06:00,0.0,Chennai,Household,RID491,CUST7724,Afternoon,Delivered,4.0,2024
ORD01707,2023-08-28 08:18:00,2023-08-28 08:28:00,0.0,Delhi,Fruits,RID410,CUST6274,Morning,Delivered,4.0,2023
ORD01708,2024-06-05 22:26:00,2024-06-05 22:36:00,0.0,Chennai,Bakery,RID467,CUST1758,Evening,Delivered,5.0,2024
ORD01709,2022-08-25 11:52:00,2022-08-25 12:22:00,20.0,Pune,Beverages,RID106,CUST5029,Afternoon,Late,3.0,2022
ORD01710,2024-06-29 20:57:00,2024-06-29 21:07:00,0.0,Bangalore,Personal Care,RID387,CUST2593,Evening,Delivered,4.0,2024
ORD01711,2022-02-20 04:30:00,2022-02-20 04:45:00,5.0,Mumbai,Frozen,RID152,CUST8399,Morning,Delivered,4.0,2022
ORD01712,2023-07-09 11:46:00,2023-07-09 12:06:00,10.0,Pune,Dairy,RID234,CUST8681,Night,Delivered,1.0,2023
ORD01713,2023-08-20 04:20:00,2023-08-20 04:30:00,0.0,Hyderabad,Fruits,RID188,CUST3025,Morning,Delivered,4.0,2023
ORD01714,2024-03-14 18:29:00,2024-03-14 18:39:00,0.0,Chennai,Vegetables,RID115,CUST2129,Evening,Delivered,2.0,2024
ORD01715,2024-09-08 05:04:00,2024-09-08 05:44:00,30.0,Mumbai,Vegetables,RID446,CUST6200,Night,Late,5.0,2024
ORD01716,2023-07-12 12:19:00,2023-07-12 12:34:00,5.0,Mumbai,Household,RID332,CUST8777,Afternoon,Delivered,1.0,2023
ORD01717,2024-05-02 18:32:00,2024-05-02 18:47:00,5.0,Bangalore,Frozen,RID390,CUST3944,Afternoon,Delivered,2.0,2024
ORD01718,2023-04-05 16:42:00,2023-04-05 16:57:00,5.0,Hyderabad,Snacks,RID445,CUST8518,Evening,Delivered,5.0,2023
ORD01719,2023-06-19 03:51:00,2023-06-19 04:01:00,0.0,Mumbai,Fruits,RID278,CUST3688,Evening,Delivered,5.0,2023
ORD01720,2023-01-15 18:50:00,2023-01-15 19:30:00,30.0,Chennai,Vegetables,RID292,CUST6891,Night,Late,5.0,2023
ORD01721,2024-05-18 20:45:00,2024-05-18 20:55:00,0.0,Bangalore,Bakery,RID210,CUST4037,Afternoon,Delivered,5.0,2024
ORD01722,2024-02-07 16:56:00,2024-02-07 17:16:00,10.0,Mumbai,Beverages,RID434,CUST2634,Evening,Delivered,1.0,2024
ORD01723,2023-10-30 09:45:00,2023-10-30 09:55:00,0.0,Chennai,Personal Care,RID149,CUST2999,Afternoon,Delivered,5.0,2023
ORD01724,2023-03-27 20:06:00,2023-03-27 20:16:00,0.0,Pune,Dairy,RID241,CUST5177,Night,Delivered,4.0,2023
ORD01725,2024-05-23 23:31:00,2024-05-23 23:41:00,0.0,Bangalore,Beverages,RID157,CUST3612,Morning,Delivered,5.0,2024
ORD01726,2023-07-30 01:35:00,2023-07-30 01:45:00,0.0,Hyderabad,Snacks,RID408,CUST2995,Afternoon,Delivered,4.0,2023
ORD01727,2023-06-07 16:31:00,2023-06-07 16:46:00,5.0,Pune,Bakery,RID498,CUST5476,Morning,Delivered,4.0,2023
ORD01728,2024-10-10 14:18:00,2024-10-10 14:48:00,20.0,Mumbai,Vegetables,RID285,CUST6380,Evening,Late,5.0,2024
ORD01729,2023-08-07 01:06:00,2023-08-07 01:21:00,5.0,Delhi,Fruits,RID329,CUST4607,Afternoon,Delivered,4.0,2023
ORD01730,2023-09-08 21:56:00,2023-09-08 22:06:00,0.0,Delhi,Household,RID462,CUST4851,Morning,Delivered,2.0,2023
ORD01731,2023-07-08 18:33:00,2023-07-08 18:43:00,0.0,Pune,Fruits,RID361,CUST9822,Night,Delivered,3.0,2023
ORD01732,2024-03-11 20:55:00,2024-03-11 21:05:00,0.0,Hyderabad,Fruits,RID396,CUST1726,Morning,Delivered,4.0,2024
ORD01733,2024-06-25 13:21:00,2024-06-25 13:31:00,0.0,Delhi,Snacks,RID473,CUST6153,Evening,Delivered,4.0,2024
ORD01734,2023-09-29 23:16:00,2023-09-29 23:26:00,0.0,Chennai,Bakery,RID188,CUST7903,Evening,Delivered,4.0,2023
ORD01735,2024-04-24 06:02:00,2024-04-24 06:12:00,0.0,Mumbai,Bakery,RID492,CUST4684,Night,Delivered,3.0,2024
ORD01736,2023-10-15 16:08:00,2023-10-15 17:18:00,60.0,Hyderabad,Snacks,RID176,CUST5830,Morning,Late,4.0,2023
ORD01737,2022-09-27 01:23:00,2022-09-27 01:33:00,0.0,Hyderabad,Dairy,RID216,CUST7476,Evening,Delivered,3.0,2022
ORD01738,2023-07-31 11:15:00,2023-07-31 11:30:00,5.0,Chennai,Beverages,RID319,CUST4240,Evening,Delivered,5.0,2023
ORD01739,2023-11-03 23:49:00,2023-11-04 00:04:00,5.0,Mumbai,Bakery,RID255,CUST3661,Morning,Delivered,3.0,2023
ORD01740,2024-12-01 21:37:00,2024-12-01 22:02:00,15.0,Hyderabad,Personal Care,RID450,CUST8393,Night,Delivered,4.0,2024
ORD01741,2024-05-12 16:34:00,2024-05-12 16:44:00,0.0,Chennai,Vegetables,RID256,CUST9342,Morning,Delivered,5.0,2024
ORD01742,2023-12-07 08:02:00,2023-12-07 08:12:00,0.0,Bangalore,Beverages,RID260,CUST2425,Afternoon,Delivered,4.0,2023
ORD01743,2023-06-16 01:01:00,2023-06-16 01:11:00,0.0,Pune,Fruits,RID402,CUST5533,Afternoon,Delivered,3.0,2023
ORD01744,2023-08-01 03:42:00,2023-08-01 04:07:00,15.0,Chennai,Bakery,RID378,CUST2718,Afternoon,Delivered,5.0,2023
ORD01745,2022-06-05 21:47:00,2022-06-05 22:27:00,30.0,Bangalore,Beverages,RID170,CUST1284,Evening,Late,4.0,2022
ORD01746,2024-08-04 13:15:00,,,Mumbai,Snacks,RID405,CUST5800,Afternoon,Cancelled,,2024
ORD01747,2023-07-30 04:54:00,2023-07-30 05:14:00,10.0,Bangalore,Dairy,RID308,CUST3731,Afternoon,Delivered,5.0,2023
ORD01748,2023-05-25 03:02:00,2023-05-25 03:12:00,0.0,Pune,Frozen,RID359,CUST5849,Evening,Delivered,2.0,2023
ORD01749,2024-08-26 12:30:00,2024-08-26 12:45:00,5.0,Mumbai,Dairy,RID471,CUST6458,Night,Delivered,4.0,2024
ORD01750,2023-05-15 08:38:00,2023-05-15 08:53:00,5.0,Delhi,Household,RID144,CUST7387,Afternoon,Delivered,4.0,2023
ORD01751,2023-03-12 05:06:00,2023-03-12 05:26:00,10.0,Delhi,Vegetables,RID439,CUST5167,Night,Delivered,4.0,2023
ORD01752,2024-04-28 03:33:00,2024-04-28 03:58:00,15.0,Delhi,Frozen,RID105,CUST9490,Morning,Delivered,3.0,2024
ORD01753,2023-11-09 17:00:00,2023-11-09 17:10:00,0.0,Delhi,Vegetables,RID273,CUST8225,Evening,Delivered,4.0,2023
ORD01754,2022-12-12 08:57:00,2022-12-12 09:07:00,0.0,Bangalore,Beverages,RID349,CUST2436,Afternoon,Delivered,3.0,2022
ORD01755,2022-09-04 12:48:00,2022-09-04 13:03:00,5.0,Chennai,Bakery,RID266,CUST7212,Evening,Delivered,5.0,2022
ORD01756,2024-11-05 05:43:00,2024-11-05 05:58:00,5.0,Hyderabad,Personal Care,RID256,CUST3197,Night,Delivered,3.0,2024
ORD01757,2024-08-19 10:17:00,2024-08-19 10:27:00,0.0,Pune,Snacks,RID397,CUST6360,Afternoon,Delivered,5.0,2024
ORD01758,2023-06-11 16:40:00,2023-06-11 16:50:00,0.0,Pune,Snacks,RID382,CUST5364,Night,Delivered,4.0,2023
ORD01759,2024-08-12 20:32:00,2024-08-12 20:52:00,10.0,Pune,Vegetables,RID454,CUST3011,Night,Delivered,5.0,2024
ORD01760,2024-03-17 23:22:00,,,Chennai,Personal Care,RID419,CUST5213,Afternoon,Cancelled,,2024
ORD01761,2023-09-15 08:41:00,2023-09-15 08:51:00,0.0,Delhi,Bakery,RID145,CUST8116,Afternoon,Delivered,3.0,2023
ORD01762,2022-03-18 13:10:00,2022-03-18 13:30:00,10.0,Delhi,Snacks,RID235,CUST3025,Night,Delivered,3.0,2022
ORD01763,2024-07-24 19:10:00,,,Bangalore,Household,RID393,CUST5571,Morning,Cancelled,,2024
ORD01764,2023-03-11 16:46:00,2023-03-11 17:11:00,15.0,Delhi,Personal Care,RID290,CUST6866,Afternoon,Delivered,5.0,2023
ORD01765,2023-10-10 22:20:00,,,Mumbai,Household,RID429,CUST9530,Afternoon,Cancelled,,2023
ORD01766,2022-10-26 06:34:00,2022-10-26 06:49:00,5.0,Mumbai,Dairy,RID365,CUST8054,Night,Delivered,5.0,2022
ORD01767,2023-10-17 08:05:00,2023-10-17 08:35:00,20.0,Pune,Frozen,RID150,CUST7563,Night,Late,5.0,2023
ORD01768,2024-07-03 05:42:00,2024-07-03 06:37:00,45.0,Bangalore,Household,RID318,CUST5352,Morning,Late,1.0,2024
ORD01769,2022-10-30 07:21:00,2022-10-30 08:01:00,30.0,Mumbai,Dairy,RID358,CUST3087,Morning,Late,4.0,2022
ORD01770,2024-07-24 18:48:00,2024-07-24 18:58:00,0.0,Mumbai,Fruits,RID120,CUST6084,Evening,Delivered,3.0,2024
ORD01771,2023-12-21 15:02:00,2023-12-21 15:12:00,0.0,Mumbai,Household,RID136,CUST1783,Morning,Delivered,5.0,2023
ORD01772,2023-02-08 06:25:00,,,Mumbai,Beverages,RID247,CUST8638,Evening,Cancelled,,2023
ORD01773,2024-02-29 00:51:00,2024-02-29 01:46:00,45.0,Pune,Frozen,RID429,CUST2622,Evening,Late,2.0,2024
ORD01774,2023-03-31 06:31:00,2023-03-31 06:41:00,0.0,Pune,Bakery,RID196,CUST1289,Night,Delivered,5.0,2023
ORD01775,2024-11-08 05:26:00,2024-11-08 05:36:00,0.0,Hyderabad,Household,RID304,CUST8264,Morning,Delivered,4.0,2024
ORD01776,2023-04-19 00:33:00,2023-04-19 00:43:00,0.0,Mumbai,Beverages,RID183,CUST4251,Afternoon,Delivered,4.0,2023
ORD01777,2023-05-29 00:14:00,2023-05-29 01:09:00,45.0,Pune,Dairy,RID361,CUST5257,Evening,Late,3.0,2023
ORD01778,2022-07-16 16:04:00,2022-07-16 16:14:00,0.0,Pune,Beverages,RID359,CUST2139,Morning,Delivered,4.0,2022
ORD01779,2022-02-03 04:37:00,2022-02-03 05:02:00,15.0,Pune,Beverages,RID404,CUST6952,Afternoon,Delivered,3.0,2022
ORD01780,2022-08-25 09:00:00,2022-08-25 10:10:00,60.0,Delhi,Snacks,RID403,CUST1304,Night,Late,1.0,2022
ORD01781,2022-10-21 06:45:00,2022-10-21 06:55:00,0.0,Hyderabad,Household,RID292,CUST9366,Afternoon,Delivered,5.0,2022
ORD01782,2022-02-07 04:05:00,2022-02-07 04:45:00,30.0,Hyderabad,Beverages,RID427,CUST9783,Evening,Late,4.0,2022
ORD01783,2024-06-24 17:05:00,2024-06-24 17:15:00,0.0,Hyderabad,Vegetables,RID435,CUST7441,Afternoon,Delivered,5.0,2024
ORD01784,2024-08-18 01:48:00,2024-08-18 01:58:00,0.0,Bangalore,Vegetables,RID471,CUST4956,Afternoon,Delivered,5.0,2024
ORD01785,2024-10-17 00:07:00,2024-10-17 00:17:00,0.0,Chennai,Household,RID328,CUST4179,Morning,Delivered,3.0,2024
ORD01786,2023-04-04 18:19:00,2023-04-04 18:39:00,10.0,Chennai,Dairy,RID455,CUST2037,Evening,Delivered,4.0,2023
ORD01787,2023-07-30 07:48:00,2023-07-30 07:58:00,0.0,Bangalore,Snacks,RID480,CUST8899,Afternoon,Delivered,4.0,2023
ORD01788,2024-01-24 01:00:00,2024-01-24 01:10:00,0.0,Chennai,Beverages,RID446,CUST7050,Night,Delivered,5.0,2024
ORD01789,2022-07-07 00:12:00,2022-07-07 01:07:00,45.0,Chennai,Personal Care,RID282,CUST7356,Evening,Late,3.0,2022
ORD01790,2024-03-01 23:00:00,2024-03-01 23:20:00,10.0,Hyderabad,Fruits,RID211,CUST1182,Morning,Delivered,2.0,2024
ORD01791,2023-04-20 07:04:00,2023-04-20 07:29:00,15.0,Mumbai,Frozen,RID266,CUST5822,Afternoon,Delivered,3.0,2023
ORD01792,2024-12-21 16:53:00,2024-12-21 17:13:00,10.0,Chennai,Bakery,RID449,CUST6785,Evening,Delivered,5.0,2024
ORD01793,2023-12-18 07:07:00,2023-12-18 07:22:00,5.0,Delhi,Personal Care,RID363,CUST8583,Morning,Delivered,5.0,2023
ORD01794,2023-09-07 01:57:00,2023-09-07 02:27:00,20.0,Delhi,Fruits,RID114,CUST2890,Afternoon,Late,5.0,2023
ORD01795,2023-04-14 22:29:00,2023-04-14 22:39:00,0.0,Pune,Personal Care,RID267,CUST3317,Night,Delivered,5.0,2023
ORD01796,2023-10-17 10:20:00,2023-10-17 10:40:00,10.0,Chennai,Household,RID481,CUST4212,Morning,Delivered,5.0,2023
ORD01797,2023-09-17 12:05:00,,,Bangalore,Snacks,RID129,CUST9339,Night,Cancelled,,2023
ORD01798,2023-06-05 07:54:00,,,Pune,Bakery,RID335,CUST1442,Morning,Cancelled,,2023
ORD01799,2024-05-09 01:43:00,2024-05-09 02:13:00,20.0,Delhi,Household,RID271,CUST6766,Afternoon,Late,2.0,2024
ORD01800,2024-07-29 04:47:00,2024-07-29 05:07:00,10.0,Delhi,Frozen,RID205,CUST2825,Evening,Delivered,3.0,2024
ORD01801,2022-10-06 19:50:00,2022-10-06 20:05:00,5.0,Bangalore,Dairy,RID248,CUST8820,Evening,Delivered,2.0,2022
ORD01802,2023-11-05 22:35:00,2023-11-05 22:45:00,0.0,Bangalore,Personal Care,RID365,CUST3788,Morning,Delivered,4.0,2023
ORD01803,2022-04-16 16:20:00,2022-04-16 16:30:00,0.0,Mumbai,Fruits,RID313,CUST4044,Night,Delivered,5.0,2022
ORD01804,2024-09-23 15:47:00,2024-09-23 15:57:00,0.0,Hyderabad,Vegetables,RID403,CUST2085,Afternoon,Delivered,5.0,2024
ORD01805,2024-02-22 14:50:00,2024-02-22 15:00:00,0.0,Bangalore,Bakery,RID389,CUST5349,Morning,Delivered,5.0,2024
ORD01806,2024-05-29 12:51:00,2024-05-29 13:06:00,5.0,Pune,Dairy,RID433,CUST9631,Evening,Delivered,2.0,2024
ORD01807,2022-04-07 15:37:00,2022-04-07 15:47:00,0.0,Mumbai,Personal Care,RID106,CUST1268,Afternoon,Delivered,4.0,2022
ORD01808,2024-08-08 20:32:00,2024-08-08 20:42:00,0.0,Pune,Frozen,RID431,CUST3335,Evening,Delivered,5.0,2024
ORD01809,2022-12-29 17:47:00,2022-12-29 17:57:00,0.0,Pune,Household,RID286,CUST4276,Afternoon,Delivered,5.0,2022
